Player Name,Club Name,Country,Position,Age,90s,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside,PassesBlocked
Conor Gallagher,Chelsea,ENG,MF,23,45.1,2018,1889,122,50,5,7,88,17,45,15,12,2,1801,7,29
Moisés Caicedo,Chelsea,ECU,MF,21,43.6,2119,2065,45,39,12,12,12,3,0,0,0,0,1907,9,29
Axel Disasi,Chelsea,FRA,DF,25,41,2256,2153,98,49,3,11,14,43,0,0,0,0,2031,5,19
Cole Palmer,Chelsea,ENG,"FW,MF",21,40.3,1415,1294,111,23,27,14,114,22,55,24,12,0,1121,10,37
Nicolas Jackson,Chelsea,SEN,FW,22,39.1,666,613,52,1,11,0,6,2,0,0,0,0,515,1,25
Enzo Fernández,Chelsea,ARG,MF,22,34.3,1862,1756,89,52,21,28,55,5,22,4,7,0,1574,17,30
Thiago Silva,Chelsea,BRA,DF,38,33.9,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6
Đorđe Petrović,Chelsea,SRB,GK,23,30.7,806,629,175,26,0,0,0,0,0,0,0,0,635,2,0
Raheem Sterling,Chelsea,ENG,"FW,MF",28,30.6,728,716,7,0,11,1,82,6,0,0,0,0,538,5,34
Malo Gusto,Chelsea,FRA,DF,20,27.8,1423,1244,176,38,2,0,101,138,0,0,0,0,1230,3,29
Levi Colwill,Chelsea,ENG,DF,20,27,1163,1033,126,28,4,0,14,94,0,0,0,0,965,4,17
Marc Cucurella,Chelsea,ESP,DF,25,24.8,1196,1043,153,30,1,2,24,123,0,0,0,0,1036,0,26
Mykhailo Mudryk,Chelsea,UKR,FW,22,22.7,566,498,62,4,5,9,102,5,52,24,11,2,385,6,14
Robert Sánchez,Chelsea,ESP,GK,25,20.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0
Benoît Badiashile,Chelsea,FRA,DF,22,18.8,1173,1137,36,27,1,2,2,6,0,0,0,0,1065,0,6
Noni Madueke,Chelsea,ENG,FW,21,17.7,486,472,10,2,2,0,34,6,2,1,0,0,412,4,6
Trevoh Chalobah,Chelsea,ENG,DF,24,13.7,783,746,36,13,1,0,1,22,0,0,0,0,700,1,1
Ben Chilwell,Chelsea,ENG,DF,26,13,495,416,73,11,0,0,59,41,21,9,11,0,373,6,19
Armando Broja,Chelsea,ALB,FW,21,8.1,94,87,7,1,0,0,3,0,0,0,0,0,83,0,0
Lesley Ugochukwu,Chelsea,FRA,MF,19,6.3,183,183,0,0,0,1,1,0,0,0,0,0,155,0,2
Christopher Nkunku,Chelsea,FRA,"FW,MF",25,6.1,183,166,16,0,3,1,6,1,3,1,0,0,159,1,5
Reece James,Chelsea,ENG,DF,23,5.3,341,284,57,10,4,2,29,46,1,0,1,0,275,0,5
Alfie Gilchrist,Chelsea,ENG,DF,19,4.8,141,121,19,3,0,0,2,16,0,0,0,0,121,1,0
Ian Maatsen,Chelsea,NED,"FW,MF",21,4.6,138,126,12,0,1,0,10,11,1,0,1,0,97,0,1
Carney Chukwuemeka,Chelsea,ENG,"MF,FW",19,2.9,134,134,0,0,2,0,1,0,0,0,0,0,115,0,4
Bashir Humphreys,Chelsea,ENG,DF,20,1,,,,,,,0,,,,,,,,
Cesare Casadei,Chelsea,ITA,"FW,MF",20,0.9,65,65,0,0,0,0,0,0,0,0,0,0,53,0,1
Mason Burstow,Chelsea,ENG,FW,19,0.8,4,3,1,0,0,0,0,0,0,0,0,0,3,0,1
Diego Moreira,Chelsea,POR,MF,18,0.5,,,,,,,6,,,,,,,,
Roméo Lavia,Chelsea,BEL,MF,19,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2
Deivid Washington,Chelsea,BRA,"DF,FW",18,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Leo Castledine,Chelsea,ENG,MF,17,0.1,,,,,,,0,,,,,,,,
Joshua Acheampong,Chelsea,ENG,DF,17,0.1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Alex Matos,Chelsea,ENG,MF,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Golding,Chelsea,ENG,MF,17,0,,,,,,,0,,,,,,,,
Jimi Tauriainen,Chelsea,ENG,FW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Bułka,Nice,POL,GK,23,38.3,1235,1039,194,47,0,2,0,0,0,0,0,0,1060,2,5
Dante,Nice,BRA,DF,39,34.4,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11
Jean-Clair Todibo,Nice,FRA,DF,23,32.3,2487,2417,69,52,3,7,12,12,0,0,0,0,2228,1,14
Melvin Bard,Nice,FRA,DF,22,31.4,1784,1509,266,32,0,2,77,233,1,1,0,0,1457,9,41
Pablo Rosario,Nice,NED,"MF,DF",26,26.7,1187,1103,81,32,5,0,7,49,0,0,0,0,1056,3,15
Gaëtan Laborde,Nice,FRA,"FW,MF",29,24.7,558,540,16,3,0,2,72,4,6,5,1,0,366,2,21
Khéphren Thuram,Nice,FRA,MF,22,24.7,1134,1113,17,15,8,0,23,2,0,0,0,0,978,4,14
Morgan Sanson,Nice,FRA,MF,28,24.5,836,735,94,27,4,4,127,3,64,20,35,0,630,7,24
Jordan Lotomba,Nice,SUI,DF,24,23.3,994,799,193,36,0,2,27,156,1,0,0,0,834,2,22
Terem Moffi,Nice,NGA,FW,24,23.3,387,349,32,1,1,0,7,2,0,0,0,0,274,6,18
Jeremie Boga,Nice,CIV,FW,26,23.2,753,676,73,7,3,1,88,5,61,30,24,1,583,4,18
Youssouf Ndayishimiye,Nice,BDI,"MF,DF",24,21.5,1361,1313,46,41,3,7,1,5,0,0,0,0,1223,2,9
Evann Guessand,Nice,CIV,FW,22,19.9,294,263,31,0,3,1,13,1,0,0,0,0,218,0,12
Hicham Boudaoui,Nice,ALG,MF,23,17.9,717,703,11,8,3,0,23,1,1,0,0,0,601,3,18
Mohamed Ali Cho,Nice,FRA,FW,19,11.1,268,245,22,6,1,0,51,0,16,8,7,0,193,1,8
Tom Louchet,Nice,FRA,"MF,DF",20,7.9,257,211,46,12,0,0,56,21,13,6,7,0,195,0,5
Alexis Claude-Maurice,Nice,FRA,MF,25,7.4,253,235,18,6,0,0,28,2,10,4,6,0,202,0,9
Antoine Mendy,Nice,FRA,DF,19,6.2,244,223,21,4,0,2,5,17,0,0,0,0,211,0,2
Sofiane Diop,Nice,FRA,FW,23,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2
Romain Perraud,Nice,FRA,"DF,FW",25,5.1,243,191,52,6,0,0,24,39,7,0,4,0,176,0,8
Youcef Atal,Nice,ALG,DF,27,4,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1
Badredine Bouanani,Nice,ALG,FW,18,2,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3
Ayoub Amraoui,Nice,MAR,DF,19,1.3,,,,,,,6,,,,,,,,
Aliou Baldé,Nice,GUI,"FW,DF",20,1.2,30,29,1,0,1,0,5,0,1,0,0,0,15,0,2
Reda Belahyane,Nice,FRA,MF,19,1.1,15,15,0,0,0,0,1,0,0,0,0,0,13,0,1
Valentin Rosier,Nice,FRA,"DF,MF",26,0.6,33,27,6,1,0,0,0,5,0,0,0,0,28,0,0
Robson Bambu,Nice,BRA,DF,25,0.5,,,,,,,0,,,,,,,,
Daouda Traoré,Nice,FRA,MF,17,0.3,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0
Bilal Brahimi,Nice,ALG,FW,23,0.1,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0
Amidou Doumbouya,Nice,FRA,MF,15,0,,,,,,,0,,,,,,,,
Adam Marušić,Lazio,MNE,DF,30,44.2,2199,1846,352,23,0,4,56,329,0,0,0,0,1828,1,38
Felipe Anderson,Lazio,BRA,FW,30,41.2,1578,1538,32,6,7,7,71,20,6,1,4,0,1201,8,76
Ivan Provedel,Lazio,ITA,GK,29,40,1267,979,282,67,0,4,0,0,0,0,0,0,1042,6,0
Alessio Romagnoli,Lazio,ITA,DF,28,36.8,2124,1966,152,67,1,4,1,3,0,0,0,0,1937,6,5
Mattéo Guendouzi,Lazio,FRA,MF,24,36.3,1349,1305,39,19,6,6,57,20,0,0,0,0,1122,5,35
Luis Alberto,Lazio,ESP,MF,30,35,2176,1883,278,96,15,8,203,13,147,62,66,0,1699,15,33
Mattia Zaccagni,Lazio,ITA,FW,28,27.7,1079,997,79,24,2,7,79,22,33,12,9,0,851,3,37
Mario Gila,Lazio,ESP,DF,22,27.4,1514,1416,94,53,4,17,9,18,0,0,0,0,1362,4,7
Ciro Immobile,Lazio,ITA,FW,33,26.1,579,535,40,2,2,1,9,2,1,0,0,0,429,4,24
Manuel Lazzari,Lazio,ITA,DF,29,24.9,1245,1030,215,19,0,3,67,196,0,0,0,0,1046,0,37
Patric,Lazio,ESP,DF,30,24.7,1507,1445,56,38,2,13,14,16,0,0,0,0,1316,6,6
Valentín Castellanos,Lazio,ARG,FW,24,23.8,500,463,35,0,0,1,18,0,0,0,0,0,301,2,15
Matías Vecino,Lazio,URU,MF,31,21.4,997,976,15,11,2,4,9,4,0,0,0,0,834,6,19
Daichi Kamada,Lazio,JPN,MF,26,21.1,1046,1031,12,6,4,5,13,4,0,0,0,0,915,3,25
Nicolò Casale,Lazio,ITA,DF,25,20.8,1178,1139,39,29,0,4,0,2,0,0,0,0,1086,0,9
Elseid Hysaj,Lazio,ALB,DF,29,19.3,1059,919,139,19,1,2,22,120,0,0,0,0,888,1,12
Danilo Cataldi,Lazio,ITA,MF,28,19.1,1025,971,52,25,3,3,37,5,22,5,14,0,878,2,12
Nicolò Rovella,Lazio,ITA,MF,21,18,1080,1027,50,32,3,7,23,2,16,2,11,0,943,3,20
Gustav Isaksen,Lazio,DEN,FW,22,16.2,421,402,17,4,5,1,42,10,3,2,0,0,288,2,19
Pedro,Lazio,ESP,FW,36,13.2,521,508,11,5,4,2,27,0,6,2,2,0,438,2,9
Luca Pellegrini,Lazio,ITA,DF,24,12.1,631,517,111,9,1,1,35,101,1,0,0,0,470,3,25
Christos Mandas,Lazio,GRE,GK,21,11,269,220,49,20,0,0,0,0,0,0,0,0,181,0,0
Toma Bašić,Lazio,CRO,MF,26,0.1,,,,,,,0,,,,,,,,
Bruno Guimarães,Newcastle Utd,BRA,MF,25,48.7,2606,2462,131,114,28,28,41,7,3,1,1,0,2181,13,34
Fabian Schär,Newcastle Utd,SUI,DF,31,44.3,2413,2318,86,76,6,45,8,7,0,0,0,0,2009,9,16
Anthony Gordon,Newcastle Utd,ENG,FW,22,42.7,1169,1076,91,14,9,14,124,20,50,18,16,0,892,2,36
Sean Longstaff,Newcastle Utd,ENG,MF,25,40.8,1384,1325,56,24,8,8,33,6,3,1,1,1,1106,3,36
Dan Burn,Newcastle Utd,ENG,DF,31,38.4,1782,1563,213,39,1,4,15,172,0,0,0,0,1437,6,27
Kieran Trippier,Newcastle Utd,ENG,DF,32,34.5,2529,2002,519,137,3,14,289,247,135,51,44,12,1930,8,52
Alexander Isak,Newcastle Utd,SWE,FW,23,32.9,560,490,67,0,5,3,10,6,1,0,0,0,438,3,23
Miguel Almirón,Newcastle Utd,PAR,FW,29,30.7,957,943,11,2,5,0,32,8,1,0,0,0,785,3,20
Martin Dúbravka,Newcastle Utd,SVK,GK,34,29.7,686,469,214,40,0,1,0,0,0,0,0,0,546,3,0
Jamaal Lascelles,Newcastle Utd,ENG,DF,29,21.7,977,959,16,14,0,6,1,2,0,0,0,0,837,2,7
Valentino Livramento,Newcastle Utd,ENG,"DF,FW",20,21.5,933,810,123,5,0,1,32,118,0,0,0,0,801,0,15
Nick Pope,Newcastle Utd,ENG,GK,31,20.9,529,344,184,43,0,0,0,1,0,0,0,0,396,1,0
Joelinton,Newcastle Utd,BRA,"MF,FW",26,20.4,779,747,30,20,3,3,7,10,0,0,0,0,650,2,23
Sven Botman,Newcastle Utd,NED,DF,23,19.7,1064,1024,40,36,0,6,0,2,0,0,0,0,962,0,3
Lewis Miley,Newcastle Utd,ENG,MF,17,19.5,605,604,1,0,4,2,17,0,0,0,0,0,495,0,15
Jacob Murphy,Newcastle Utd,ENG,FW,28,17.7,543,502,38,8,11,0,92,18,11,7,2,0,361,3,25
Callum Wilson,Newcastle Utd,ENG,FW,31,15.3,185,171,14,0,2,2,3,2,0,0,0,0,123,0,18
Elliot Anderson,Newcastle Utd,SCO,MF,20,12.3,475,446,29,3,5,1,19,25,1,0,0,0,381,0,9
Emil Krafth,Newcastle Utd,SWE,DF,28,11.8,580,514,65,11,0,0,19,53,1,0,0,0,488,1,14
Lewis Hall,Newcastle Utd,ENG,DF,18,10.8,576,492,82,13,0,2,24,63,6,6,0,0,468,2,13
Harvey Barnes,Newcastle Utd,ENG,FW,25,9.6,273,263,8,2,1,2,14,4,0,0,0,0,208,2,13
Joe Willock,Newcastle Utd,ENG,MF,23,7.8,206,199,6,1,1,2,8,5,0,0,0,0,171,1,5
Sandro Tonali,Newcastle Utd,ITA,MF,23,7.6,326,321,5,0,0,5,16,3,2,0,2,0,268,0,5
Matt Ritchie,Newcastle Utd,SCO,"FW,MF",33,3,93,91,2,0,0,0,11,0,2,1,0,0,70,0,3
Paul Dummett,Newcastle Utd,WAL,DF,31,2.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0
Matt Targett,Newcastle Utd,ENG,DF,27,2.2,71,64,7,1,0,0,3,6,0,0,0,0,61,0,3
Loris Karius,Newcastle Utd,GER,GK,30,1,37,24,12,3,0,0,0,0,0,0,0,0,21,1,0
Ben Parkinson,Newcastle Utd,ENG,FW,18,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
Joe White,Newcastle Utd,ENG,MF,20,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1
Alex Murphy,Newcastle Utd,IRL,"DF,FW",19,0.1,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0
Michael Ndiweni,Newcastle Utd,ENG,MF,19,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Amadou Diallo,Newcastle Utd,ENG,MF,20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pietro Terracciano,Fiorentina,ITA,GK,33,45.7,1535,1216,313,91,0,1,0,1,0,0,0,0,1239,6,0
Nikola Milenković,Fiorentina,SRB,DF,25,42.3,2161,2098,59,53,0,22,2,5,0,0,0,0,1844,4,16
Cristiano Biraghi,Fiorentina,ITA,DF,30,39.7,2590,1883,702,143,0,20,349,396,163,42,79,0,1986,5,41
Luca Ranieri,Fiorentina,ITA,DF,24,36.6,2066,1963,98,71,0,10,19,25,0,0,0,0,1743,5,10
Lucas Martínez Quarta,Fiorentina,ARG,DF,27,36.2,2238,2150,77,69,2,36,10,8,0,0,0,0,1813,11,18
Giacomo Bonaventura,Fiorentina,ITA,MF,33,33.7,1374,1314,58,19,16,6,73,6,6,1,4,0,1130,2,32
Nicolás González,Fiorentina,ARG,FW,25,33.1,1177,1124,48,7,5,21,63,40,1,1,0,0,831,5,39
Michael Kayode,Fiorentina,ITA,DF,19,32.2,1519,1266,250,20,0,4,95,230,0,0,0,0,1237,3,41
Lucas Beltrán,Fiorentina,ARG,"FW,MF",22,31.2,691,657,32,2,6,5,12,4,0,0,0,0,545,2,27
Arthur Melo,Fiorentina,BRA,MF,26,30.3,1842,1730,110,79,4,9,34,15,14,0,13,1,1675,2,20
Rolando Mandragora,Fiorentina,ITA,MF,26,30.1,1231,1141,89,46,0,13,72,9,28,6,10,0,987,1,21
Alfred Duncan,Fiorentina,GHA,MF,30,26.9,1190,1120,64,23,5,23,76,5,35,11,17,0,924,6,27
Jonathan Ikone,Fiorentina,FRA,FW,25,25.4,647,629,16,2,8,3,14,13,1,0,0,0,532,2,14
M'Bala Nzola,Fiorentina,ANG,FW,26,23.3,400,386,14,1,0,0,7,3,0,0,0,0,322,0,9
Fabiano Parisi,Fiorentina,ITA,DF,22,21.8,1201,1003,195,30,2,4,63,161,4,0,4,0,986,3,28
Christian Kouamé,Fiorentina,CIV,FW,25,21.4,729,697,26,2,4,4,32,20,4,0,0,0,534,6,18
Riccardo Sottil,Fiorentina,ITA,FW,24,19.1,611,606,5,1,1,4,79,4,0,0,0,0,471,0,21
Maxime Lopez,Fiorentina,FRA,MF,25,17.6,1251,1193,58,28,2,10,53,3,26,0,23,0,1109,0,9
Andrea Belotti,Fiorentina,ITA,FW,29,17.4,294,271,23,1,1,1,11,0,0,0,0,0,190,0,8
Antonín Barák,Fiorentina,CZE,"MF,FW",28,15.4,602,572,29,5,0,3,6,6,1,0,0,0,514,1,14
Dodô,Fiorentina,BRA,DF,24,12.2,732,608,123,14,1,7,54,109,0,0,0,0,575,1,17
Oliver Christensen,Fiorentina,DEN,GK,24,10.7,326,267,59,14,0,0,0,0,0,0,0,0,232,0,1
Josip Brekalo,Fiorentina,CRO,FW,25,9.8,344,329,13,4,0,0,34,1,8,0,7,0,273,2,8
Davide Faraoni,Fiorentina,ITA,DF,31,5.5,335,272,62,7,1,0,25,53,2,0,2,0,264,1,7
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",26,4.1,116,112,3,1,0,2,9,2,0,0,0,0,75,1,7
Gino Infantino,Fiorentina,ARG,MF,20,2.2,63,60,1,0,0,1,0,0,0,0,0,0,56,2,1
Yerry Mina,Fiorentina,COL,"DF,MF",28,2.1,76,71,5,5,0,0,0,0,0,0,0,0,64,0,1
Niccolò Pierozzi,Fiorentina,ITA,DF,21,1.5,94,83,11,2,0,1,5,9,0,0,0,0,79,0,1
Pietro Comuzzo,Fiorentina,ITA,"DF,FW",18,1.5,95,87,7,0,0,0,1,7,0,0,0,0,73,1,0
Tommaso Martinelli,Fiorentina,ITA,GK,17,1,,,,,,,0,,,,,,,,
Lorenzo Amatucci,Fiorentina,ITA,MF,19,0.2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2
Álex Remiro,Real Sociedad,ESP,GK,28,48.7,1521,1175,337,144,0,1,0,0,0,0,0,0,1127,9,1
Martín Zubimendi,Real Sociedad,ESP,MF,24,41.5,1986,1899,78,75,4,4,9,2,0,0,0,0,1708,9,16
Igor Zubeldia,Real Sociedad,ESP,DF,26,41,2175,2121,46,45,3,8,3,0,0,0,0,0,1849,8,10
Robin Le Normand,Real Sociedad,ESP,DF,26,40.2,2085,2021,62,39,0,13,2,0,0,0,0,0,1848,2,11
Mikel Merino,Real Sociedad,ESP,MF,27,40,1741,1709,19,16,7,14,28,3,0,0,0,0,1332,13,28
Brais Méndez,Real Sociedad,ESP,MF,26,36.7,1506,1335,164,96,12,13,136,4,52,21,21,0,1150,7,42
Mikel Oyarzabal,Real Sociedad,ESP,"FW,MF",26,33.9,655,609,41,6,2,3,17,1,2,0,1,0,494,5,20
Hamari Traoré,Real Sociedad,MLI,DF,31,33.7,1870,1538,324,22,5,17,63,302,0,0,0,0,1495,8,23
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",22,32.5,1094,954,135,15,6,4,205,4,115,58,29,1,776,5,44
Beñat Turrientes,Real Sociedad,ESP,MF,21,24.2,801,761,37,18,1,6,32,0,18,13,2,0,671,3,17
Ander Barrenetxea,Real Sociedad,ESP,"FW,MF",21,22.7,736,721,10,1,1,10,68,4,5,0,0,0,508,5,39
Arsen Zakharyan,Real Sociedad,RUS,"FW,MF",20,20.7,665,576,81,17,3,7,110,6,57,29,23,0,473,8,16
Jon Pacheco,Real Sociedad,ESP,DF,22,20.5,1244,1180,58,48,1,15,2,2,0,0,0,0,1083,6,2
Aihen Muñoz,Real Sociedad,ESP,DF,25,19.7,1036,801,232,12,0,3,45,220,0,0,0,0,770,3,26
Kieran Tierney,Real Sociedad,SCO,DF,26,16.4,938,762,175,20,1,7,29,155,0,0,0,0,715,1,23
Javi Galán,Real Sociedad,ESP,DF,28,15.9,734,591,140,13,1,8,54,127,0,0,0,0,585,3,20
Umar Sadiq,Real Sociedad,NGA,FW,26,15.2,211,194,17,0,0,1,12,0,0,0,0,0,147,0,11
Aritz Elustondo,Real Sociedad,ESP,DF,29,13.7,582,523,58,14,0,3,2,44,0,0,0,0,499,1,5
André Silva,Real Sociedad,POR,FW,27,11.8,192,167,23,0,1,0,1,3,0,0,0,0,154,2,10
Sheraldo Becker,Real Sociedad,SUR,FW,28,10.9,261,254,6,0,0,0,59,1,2,0,1,0,163,1,18
Álvaro Odriozola,Real Sociedad,ESP,"DF,FW",27,8,304,242,62,3,0,1,21,59,0,0,0,0,265,0,12
Jon Aramburu,Real Sociedad,VEN,DF,21,7.4,325,259,63,7,0,0,8,56,0,0,0,0,257,3,7
Carlos Fernández,Real Sociedad,ESP,FW,27,6.3,109,104,5,1,1,0,2,0,0,0,0,0,59,0,4
Olasagasti,Real Sociedad,ESP,MF,22,6.1,176,170,3,2,1,3,5,0,1,0,1,0,129,3,7
Mohamed Ali Cho,Real Sociedad,FRA,"FW,MF",19,5.2,97,94,1,0,0,0,20,0,0,0,0,0,60,2,4
Unai Marrero,Real Sociedad,ESP,GK,21,4.6,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1
Urko González,Real Sociedad,ESP,DF,22,4,89,89,0,0,0,0,2,0,0,0,0,0,71,0,1
Jon Magunacelaya,Real Sociedad,ESP,MF,23,2.4,47,47,0,0,0,0,5,0,0,0,0,0,31,0,4
Alberto Dadie,Real Sociedad,ESP,FW,21,1.6,7,7,0,0,0,0,4,0,0,0,0,0,3,0,1
Alex Sola,Real Sociedad,ESP,"DF,MF",24,0.3,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0
Jon Martin,Real Sociedad,ESP,DF,17,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0
André Onana,Manchester Utd,CMR,GK,27,51.7,1750,1474,268,87,1,6,0,0,0,0,0,0,1272,8,2
Diogo Dalot,Manchester Utd,POR,DF,24,48.5,2110,1782,320,25,1,9,106,290,5,2,3,0,1700,8,51
Bruno Fernandes,Manchester Utd,POR,"MF,FW",28,47.6,2482,2121,336,81,32,26,292,30,172,50,67,8,1799,25,70
Alejandro Garnacho,Manchester Utd,ARG,"FW,MF",19,39.6,979,962,14,3,2,5,89,6,4,2,0,0,736,3,54
Rasmus Højlund,Manchester Utd,DEN,FW,20,34.1,476,431,41,0,1,2,10,2,0,0,0,0,353,4,18
Marcus Rashford,Manchester Utd,ENG,FW,25,33.8,861,824,29,0,6,4,48,19,3,0,0,0,653,8,19
Scott McTominay,Manchester Utd,SCO,MF,26,30.9,786,768,14,5,2,4,6,5,0,0,0,0,644,4,20
Casemiro,Manchester Utd,BRA,MF,31,28.6,1520,1476,38,32,8,9,16,0,0,0,0,0,1240,6,18
Aaron Wan-Bissaka,Manchester Utd,ENG,DF,25,26.7,1101,930,169,7,0,1,18,162,0,0,0,0,926,2,28
Kobbie Mainoo,Manchester Utd,ENG,MF,18,26.5,889,883,6,5,8,4,7,0,0,0,0,0,767,0,16
Harry Maguire,Manchester Utd,ENG,DF,30,25.7,1324,1227,95,44,0,15,4,2,0,0,0,0,1106,2,6
Raphaël Varane,Manchester Utd,FRA,DF,30,24.6,1014,932,78,30,1,0,1,3,0,0,0,0,899,4,8
Victor Lindelöf,Manchester Utd,SWE,DF,29,21.7,1087,996,91,9,2,5,1,56,0,0,0,0,966,0,8
Antony,Manchester Utd,BRA,FW,23,21.2,677,646,28,7,3,1,26,19,2,0,0,0,532,3,27
Jonny Evans,Manchester Utd,NIR,DF,35,17.8,879,821,55,19,1,0,1,4,0,0,0,0,768,3,8
Sofyan Amrabat,Manchester Utd,MAR,"MF,DF",26,17.2,840,808,31,13,0,10,11,18,0,0,0,0,729,1,12
Christian Eriksen,Manchester Utd,DEN,MF,31,15.9,944,877,61,28,7,11,58,3,29,13,8,2,756,6,13
Luke Shaw,Manchester Utd,ENG,DF,28,13.1,714,592,120,20,2,5,39,72,20,3,13,0,578,2,11
Lisandro Martínez,Manchester Utd,ARG,DF,25,10,493,457,34,14,1,1,2,0,0,0,0,0,457,2,1
Mason Mount,Manchester Utd,ENG,"MF,FW",24,8.4,257,242,14,1,2,3,21,2,8,3,4,0,211,1,5
Sergio Reguilón,Manchester Utd,ESP,DF,26,7.3,410,329,79,6,0,1,40,67,6,1,4,0,318,2,10
Anthony Martial,Manchester Utd,FRA,"FW,DF",27,7.1,154,145,7,0,0,0,0,0,0,0,0,0,122,2,3
Amad Diallo,Manchester Utd,CIV,"FW,MF",21,5.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3
Facundo Pellistri,Manchester Utd,URU,FW,21,4.2,101,99,1,0,0,0,7,1,0,0,0,0,80,1,5
Willy Kambwala,Manchester Utd,FRA,DF,18,3.9,192,187,5,3,0,0,0,1,0,0,0,0,163,0,2
Hannibal Mejbri,Manchester Utd,TUN,"MF,FW",20,3.7,64,63,1,1,2,0,3,0,0,0,0,0,50,0,4
Omari Forson,Manchester Utd,ENG,MF,19,1,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1
Altay Bayındır,Manchester Utd,TUR,GK,25,1,,,,,,,0,,,,,,,,
Jadon Sancho,Manchester Utd,ENG,"FW,MF",23,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0
Daniel Gore,Manchester Utd,ENG,MF,18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donny van de Beek,Manchester Utd,NED,DF,26,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ethan Wheatley,Manchester Utd,ENG,FW,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxence Caqueret,Lyon,FRA,MF,23,39.7,2009,1877,124,51,9,11,90,9,44,10,25,0,1661,8,46
Anthony Lopes,Lyon,POR,GK,32,33,1035,770,265,69,1,0,0,0,0,0,0,0,773,0,0
Jake O'Brien,Lyon,IRL,DF,22,31.7,1440,1375,63,37,0,9,1,9,0,0,0,0,1270,2,9
Alexandre Lacazette,Lyon,FRA,FW,32,30,561,514,42,1,8,6,15,2,0,0,0,0,397,5,18
Nicolás Tagliafico,Lyon,ARG,DF,30,29.2,1175,1017,153,15,3,0,48,137,1,0,0,0,999,5,21
Clinton Mata,Lyon,ANG,DF,30,27.9,1514,1332,181,32,0,2,55,149,0,0,0,0,1286,1,26
Duje Ćaleta-Car,Lyon,CRO,DF,26,27.5,1204,1183,20,16,0,9,0,3,0,0,0,0,1051,1,3
Corentin Tolisso,Lyon,FRA,MF,28,23.4,1257,1201,51,32,7,9,41,17,0,0,0,0,1059,5,21
Rayan Cherki,Lyon,FRA,"MF,FW",19,23.2,1069,945,121,24,15,24,98,15,66,22,15,0,830,3,31
Ernest Nuamah,Lyon,GHA,"FW,MF",19,22.8,692,643,48,18,0,7,88,5,24,19,2,0,535,1,26
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",25,20.1,796,694,98,9,1,5,28,86,3,1,0,0,663,4,12
Nemanja Matić,Lyon,SRB,MF,34,17.3,989,948,34,34,3,6,6,0,0,0,0,0,845,7,26
Saïd Benrahma,Lyon,ALG,"FW,MF",27,11.7,349,313,34,7,2,1,86,2,25,20,4,0,238,2,12
Sael Kumbedi,Lyon,FRA,DF,18,11.3,592,506,85,9,1,0,32,76,0,0,0,0,470,1,11
Sinaly Diomande,Lyon,CIV,DF,22,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3
Dejan Lovren,Lyon,CRO,DF,34,9,440,418,22,10,0,2,3,1,0,0,0,0,371,0,5
Malick Fofana,Lyon,BEL,FW,18,8.9,180,175,5,0,0,0,24,5,0,0,0,0,143,0,8
Henrique,Lyon,BRA,DF,29,7.6,400,342,57,4,0,0,18,53,0,0,0,0,351,1,9
